latitude,longitude,year,week_no,SO2_density,NO2_density,CO_density,aerosol_index,emission
-0.9514506892488204,29.86775172747672,2021,29,1.0629426120146002,0.23168541826919098,1.3536321058048209,0.3944794496268983,42.22748320790431
-0.8212936424346227,29.582765492840167,2019,28,1.5385609784307885,3.6320840485129735,4.673384257305838,1.331891389233243,76.80586795090733
-0.38189021525583244,30.161250327603092,2021,25,4.1857528264812585,1.4888046596781814,0.9531741366049826,0.9573967386590605,82.0300727818394
-0.2871413100356126,29.193944556757035,2021,18,2.934490423844384,2.4615166033989415,5.716683562130795,0.29492954867716925,28.928608874619307
-0.9977849125410266,29.655822453507003,2019,25,0.07265172979696366,1.2256016617053995,1.4267782307968486,2.1759665710335567,90.88270935757504
-0.6570500620518872,30.048398940267894,2019,36,4.826806651727656,3.0467036805331715,4.891572362204688,2.6338301963303263,58.9112599327339
-0.5631010278345197,29.61052435250924,2021,26,3.3309213155971396,1.8347868074088995,3.100973543672745,2.62470042288962,64.17542522393556
-0.678172525636155,29.087797608913064,2020,29,2.2132138198871223,1.2871805527141866,4.434717386913587,0.7983856266905743,204.47091031716224
-0.7659236058030804,30.057668392003016,2021,50,3.561667104782132,3.855232308524845,0.8276901269916532,2.901419794499294,74.14398437644653
-1.0080244941407621,29.754797491527476,2021,52,1.0228451487392514,3.4608277799243115,1.249980505693645,2.4019798648315756,42.87483444672239
-0.7117806408007614,29.01696303002015,2021,29,1.3023367517311146,0.7213147675705427,1.1894525369457694,0.7172233075042429,46.08793105112559
-0.7987851722886711,29.91898384284256,2021,2,0.7606313174681884,2.8025602899411153,0.8057427120020237,2.630400132869974,121.55808770158805
-0.4044366374977303,30.37982153379318,2019,42,1.9853651138981037,3.017276018685487,1.589912028552672,0.5737055926091869,130.84454237599027
-0.4363956408370048,29.16653892231753,2021,6,4.523501423462876,0.1382274838157196,5.039280255788233,0.4446359489287315,333.0929901258172
-1.0660013187943291,29.886006852513752,2020,48,1.942951949428247,3.843854813543024,4.485534776525672,2.639996036133404,76.52500504926455
-1.1114809474369323,30.093003322643945,2019,8,1.4404284843044324,0.9318894367900818,1.838417413489122,2.7734315140626045,60.04661289917819
-0.291846056772497,29.106160505210458,2020,52,3.5178191737330526,3.633496123154186,2.193829467016533,1.3574920059842557,56.50333045510963
-0.6644916110355022,29.03392318724628,2020,40,4.34802798849629,2.616282126476196,4.4076245221022425,1.959806535047019,118.07182195807954
-0.3421990627174093,29.69629379996742,2020,41,1.221160796257326,2.0484376793125882,4.942377108686122,0.960852833710519,13.461070015412847
-1.1418488794335988,30.186780030851544,2020,12,4.03960842385206,3.1433515499132887,2.54401691464694,2.295242832978566,51.88706415950398
-0.6734843834783697,29.24107911514899,2019,14,1.5240243498127222,2.7001096048423276,4.443933284270037,2.5116506620578622,94.71581078950473
-0.6605734854237636,30.254955908322383,2019,4,1.2365809993421424,2.9609924443213056,3.4146217227602116,0.6022603672872743,66.79371277402504
-0.33929796745785,29.984865883135395,2020,28,2.3647839978772778,3.431623374222455,5.952999811427057,2.0790249437512776,72.34543681455517
-1.1023900017702926,29.49825993168273,2020,34,0.33365399594388334,1.8847273805745575,4.143184414564217,2.6603320596907096,54.35734556005673
-0.9595544363240907,29.773738697738676,2019,26,4.3111818684950345,1.7029171885708303,4.427641873688697,2.3028780646544136,209.81546026118608
-0.7934616861129868,30.44836246959011,2019,26,4.371703488331208,3.5991112482928114,5.057240542316951,2.3790215024212955,42.676911038585814
-0.3341585245800578,29.32465545594851,2019,7,3.386883635628572,3.1914243712707577,0.8556658191233406,0.6905745622657302,137.53594437770647
-0.26111668492943296,29.74930309661606,2021,31,1.514426908690203,0.07698112431431126,2.204847102257755,2.4779542103948367,79.27176953088322
-0.20727538040637206,29.93672983416143,2021,19,0.8335439394615363,2.6152740342652834,2.9489422377963237,1.5240248305146677,78.01914001069638
-0.24080651354147842,29.2070219082135,2021,9,3.494024170204706,3.615618226552326,0.9163660217359679,0.03584572316395773,103.54027942499441
-1.1940582441556455,29.065283132934965,2020,12,0.5154434271548686,2.734333201797378,2.171458961606258,2.0034338725304015,209.98849282053752
-1.1522916585461278,29.02018992939721,2021,28,2.055541551781696,2.213762939059939,4.113902374209502,2.3277043200285985,29.758509363016994
-1.0523931808424112,29.487039284900025,2020,34,0.4440448644975087,0.7035610060209452,1.503087614111273,2.3453656336086137,169.90552004179352
-0.8511379032297268,29.110920941727297,2020,7,2.132283800345845,3.802312024489767,2.888617082131696,2.7989317817079886,65.24681992475556
-0.37008196901304125,30.205654928811672,2021,28,0.6724712911232428,2.5053984920543937,0.8190751171738495,0.25764942395066304,123.95305454904711
-0.3073438046645195,30.495979290742618,2020,30,0.16092097520619242,0.40410478572189756,0.6845575336078524,0.5634992182498586,91.32458331694501
-1.013165593705417,29.091955732601697,2021,40,2.2486718700024726,3.710577136785901,2.2038331447517336,2.778632722966334,44.2594612382047
-0.5803358483802913,29.64908941390016,2021,29,2.8384694305210867,2.0664213883832043,4.361629488402977,2.2519068667544015,72.46323140104244
-0.2826380149347234,29.038598184473862,2019,21,2.196705810441431,0.6289006212251831,3.156748701052429,1.2512868032206774,51.36910198101316
-0.7362682640686792,29.200986336135895,2021,20,0.8807384095967119,0.9061350027928339,3.7700647064843964,0.4152508488744173,35.115185723118906
-1.096456428047216,29.48438384136601,2019,11,0.38715677719579344,3.8712454128822307,2.418144775058737,2.5117532608507793,171.50820769500095
